date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win
2007-01-15,Trinidad and Tobago,Martinique,5,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,True
2007-01-16,Thailand,Malaysia,1,0,AFF Championship,Bangkok,Thailand,False,True
2007-01-17,Singapore,Indonesia,2,2,AFF Championship,Singapore,Singapore,False,False
2007-01-17,Trinidad and Tobago,Haiti,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,True
2007-01-17,United Arab Emirates,Oman,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,False,False
2007-01-18,Ecuador,Sweden,2,1,Friendly,Cuenca,Ecuador,False,True
2007-01-20,Trinidad and Tobago,Cuba,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,True
2007-01-20,United Arab Emirates,Yemen,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,False,True
2007-01-21,Ecuador,Sweden,1,1,Friendly,Quito,Ecuador,False,False
2007-01-23,Malaysia,Singapore,1,1,AFF Championship,Shah Alam,Malaysia,False,False
2007-01-23,Trinidad and Tobago,Haiti,1,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,False
2007-01-23,United Arab Emirates,Kuwait,3,2,Gulf Cup,Abu Dhabi,United Arab Emirates,False,True
2007-01-24,Vietnam,Thailand,0,2,AFF Championship,Hanoi,Vietnam,False,False
2007-01-24,Zanzibar,Northern Cyprus,2,1,Friendly,Zanzibar City,Zanzibar,False,True
2007-01-27,Singapore,Malaysia,1,1,AFF Championship,Singapore,Singapore,False,False
2007-01-27,United Arab Emirates,Saudi Arabia,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False,True
2007-01-28,Thailand,Vietnam,0,0,AFF Championship,Bangkok,Thailand,False,False
2007-01-30,United Arab Emirates,Oman,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False,True
2007-01-31,Panama,Trinidad and Tobago,2,1,Friendly,Panama City,Panama,False,True
2007-01-31,Singapore,Thailand,2,1,AFF Championship,Singapore,Singapore,False,True
2007-02-04,Costa Rica,Trinidad and Tobago,4,0,Friendly,Alajuela,Costa Rica,False,True
2007-02-04,Thailand,Singapore,1,1,AFF Championship,Bangkok,Thailand,False,False
2007-02-06,Botswana,Namibia,1,0,Friendly,Gaborone,Botswana,False,True
2007-02-06,Cyprus,Hungary,2,1,Cyprus International Tournament,Limassol,Cyprus,False,True
2007-02-06,Northern Ireland,Wales,0,0,Friendly,Belfast,Northern Ireland,False,False
2007-02-07,Albania,North Macedonia,0,1,Friendly,Shkodër,Albania,False,False
2007-02-07,Algeria,Libya,2,1,Friendly,Algiers,Algeria,False,True
2007-02-07,Andorra,Armenia,0,0,Friendly,Sant Julià de Lòria,Andorra,False,False
2007-02-07,Belgium,Czech Republic,0,2,Friendly,Brussels,Belgium,False,False
2007-02-07,China PR,Kazakhstan,2,1,Friendly,Guangzhou,China PR,False,True
2007-02-07,Colombia,Uruguay,1,3,Friendly,Cúcuta,Colombia,False,False
2007-02-07,Croatia,Norway,2,1,Friendly,Rijeka,Croatia,False,True
2007-02-07,Cyprus,Bulgaria,0,3,Cyprus International Tournament,Nicosia,Cyprus,False,False
2007-02-07,Egypt,Sweden,2,0,Friendly,Cairo,Egypt,False,True
2007-02-07,England,Spain,0,1,Friendly,Manchester,England,False,False
2007-02-07,France,Argentina,0,1,Friendly,Saint-Denis,France,False,False
2007-02-07,Georgia,Turkey,1,0,Friendly,Tbilisi,Georgia,False,True
2007-02-07,Germany,Switzerland,3,1,Friendly,Düsseldorf,Germany,False,True
2007-02-07,Iran,Belarus,2,2,Friendly,Tehran,Iran,False,False
2007-02-07,Israel,Ukraine,1,1,Friendly,Ramat Gan,Israel,False,False
2007-02-07,Luxembourg,Gambia,2,1,Friendly,Hesperange,Luxembourg,False,True
2007-02-07,Malta,Austria,1,1,Friendly,Attard,Malta,False,False
2007-02-07,Morocco,Tunisia,1,1,Friendly,Casablanca,Morocco,False,False
2007-02-07,Netherlands,Russia,4,1,Friendly,Amsterdam,Netherlands,False,True
2007-02-07,Romania,Moldova,2,0,Friendly,Bucharest,Romania,False,True
2007-02-07,San Marino,Republic of Ireland,1,2,UEFA Euro qualification,Serravalle,San Marino,False,False
2007-02-07,Slovenia,Estonia,1,0,Friendly,Domžale,Slovenia,False,True
2007-02-07,Togo,Cameroon,2,2,Friendly,Lomé,Togo,False,False
2007-02-07,United States,Mexico,2,0,Friendly,Glendale,United States,False,True
2007-02-07,Uzbekistan,Azerbaijan,0,0,Friendly,Qarshi,Uzbekistan,False,False
2007-02-07,Venezuela,Chile,0,1,Friendly,Maracaibo,Venezuela,False,False
2007-02-08,El Salvador,Belize,2,1,UNCAF Cup,San Salvador,El Salvador,False,True
2007-02-10,El Salvador,Nicaragua,2,1,UNCAF Cup,San Salvador,El Salvador,False,True
2007-02-12,El Salvador,Guatemala,0,0,UNCAF Cup,San Salvador,El Salvador,False,False
2007-02-13,Lesotho,Eswatini,0,1,Friendly,Maseru,Lesotho,False,False
2007-02-16,El Salvador,Costa Rica,0,2,UNCAF Cup,San Salvador,El Salvador,False,False
2007-02-18,El Salvador,Guatemala,0,1,UNCAF Cup,San Salvador,El Salvador,False,False
2007-02-22,Benin,Chad,0,1,Friendly,Cotonou,Benin,False,False
2007-03-07,Kazakhstan,Kyrgyzstan,2,0,Friendly,Shymkent,Kazakhstan,False,True
2007-03-09,Kazakhstan,Azerbaijan,1,0,Friendly,Shymkent,Kazakhstan,False,True
2007-03-11,Kazakhstan,Uzbekistan,1,1,Friendly,Shymkent,Kazakhstan,False,False
2007-03-17,Alderney,Guernsey,0,5,Muratti Vase,Alderney,Alderney,False,False
2007-03-20,Libya,Mauritania,0,0,Friendly,Tripoli,Libya,False,False
2007-03-21,Mauritius,Ivory Coast,0,3,Friendly,Belle Vue Harel,Mauritius,False,False
2007-03-24,Albania,Slovenia,0,0,UEFA Euro qualification,Shkodër,Albania,False,False
2007-03-24,Algeria,Cape Verde,2,0,African Cup of Nations qualification,Algiers,Algeria,False,True
2007-03-24,Austria,Ghana,1,1,Friendly,Graz,Austria,False,False
2007-03-24,Burkina Faso,Mozambique,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,False
2007-03-24,Cameroon,Liberia,3,1,African Cup of Nations qualification,Yaoundé,Cameroon,False,True
2007-03-24,Chad,South Africa,0,3,African Cup of Nations qualification,N'Djamena,Chad,False,False
2007-03-24,China PR,Australia,0,2,Friendly,Guangzhou,China PR,False,False
2007-03-24,Costa Rica,New Zealand,4,0,Friendly,San José,Costa Rica,False,True
2007-03-24,Croatia,North Macedonia,2,1,UEFA Euro qualification,Zagreb,Croatia,False,True
2007-03-24,Cyprus,Slovakia,1,3,UEFA Euro qualification,Nicosia,Cyprus,False,False
2007-03-24,Czech Republic,Germany,1,2,UEFA Euro qualification,Prague,Czech Republic,False,False
2007-03-24,Estonia,Russia,0,2,UEFA Euro qualification,Tallinn,Estonia,False,False
2007-03-24,Faroe Islands,Ukraine,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,False
2007-03-24,Gambia,Guinea,0,2,African Cup of Nations qualification,Bakau,Gambia,False,False
2007-03-24,Greece,Turkey,1,4,UEFA Euro qualification,Piraeus,Greece,False,False
2007-03-24,Guadeloupe,Trinidad and Tobago,2,2,Friendly,Le Gosier,Guadeloupe,False,False
2007-03-24,Republic of Ireland,Wales,1,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,True
2007-03-24,Israel,England,0,0,UEFA Euro qualification,Ramat Gan,Israel,False,False
2007-03-24,Japan,Peru,2,0,Friendly,Yokohama,Japan,False,True
2007-03-24,Kazakhstan,Serbia,2,1,UEFA Euro qualification,Almaty,Kazakhstan,False,True
2007-03-24,South Korea,Uruguay,0,2,Friendly,Seoul,South Korea,False,False
2007-03-24,Liechtenstein,Northern Ireland,1,4,UEFA Euro qualification,Vaduz,Liechtenstein,False,False
2007-03-24,Lithuania,France,0,1,UEFA Euro qualification,Kaunas,Lithuania,False,False
2007-03-24,Luxembourg,Belarus,1,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,False
2007-03-24,Moldova,Malta,1,1,UEFA Euro qualification,Chișinău,Moldova,False,False
2007-03-24,Montenegro,Hungary,2,1,Friendly,Podgorica,Montenegro,False,True
2007-03-24,Netherlands,Romania,0,0,UEFA Euro qualification,Rotterdam,Netherlands,False,False
2007-03-24,Nigeria,Uganda,1,0,African Cup of Nations qualification,Abeokuta,Nigeria,False,True
2007-03-24,Norway,Bosnia and Herzegovina,1,2,UEFA Euro qualification,Oslo,Norway,False,False
2007-03-24,Poland,Azerbaijan,5,0,UEFA Euro qualification,Warsaw,Poland,False,True
2007-03-24,Portugal,Belgium,4,0,UEFA Euro qualification,Lisbon,Portugal,False,True
2007-03-24,Qatar,Iran,0,1,Friendly,Doha,Qatar,False,False
2007-03-24,Scotland,Georgia,2,1,UEFA Euro qualification,Glasgow,Scotland,False,True
2007-03-24,Senegal,Tanzania,4,0,African Cup of Nations qualification,Dakar,Senegal,False,True
2007-03-24,Seychelles,Tunisia,0,3,African Cup of Nations qualification,Victoria,Seychelles,False,False
2007-03-24,Spain,Denmark,2,1,UEFA Euro qualification,Madrid,Spain,False,True
2007-03-24,Togo,Sierra Leone,3,1,African Cup of Nations qualification,Woumé,Togo,False,True
2007-03-24,Venezuela,Cuba,3,1,Friendly,Mérida,Venezuela,False,True
2007-03-25,Angola,Eritrea,6,1,African Cup of Nations qualification,Luanda,Angola,False,True
2007-03-25,Barbados,Guatemala,0,0,Friendly,Bridgetown,Barbados,False,False
2007-03-25,Bermuda,Canada,0,3,Friendly,Hamilton,Bermuda,False,False
2007-03-25,Botswana,Burundi,1,0,African Cup of Nations qualification,Gaborone,Botswana,False,True
2007-03-25,Congo,Zambia,0,0,African Cup of Nations qualification,Brazzaville,Congo,False,False
2007-03-25,Egypt,Mauritania,3,0,African Cup of Nations qualification,Cairo,Egypt,False,True
2007-03-25,Equatorial Guinea,Rwanda,3,1,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,True
2007-03-25,Kenya,Eswatini,2,0,African Cup of Nations qualification,Nairobi,Kenya,False,True
2007-03-25,Lesotho,Niger,3,1,African Cup of Nations qualification,Maseru,Lesotho,False,True
2007-03-25,Libya,Namibia,2,1,African Cup of Nations qualification,Tripoli,Libya,False,True
2007-03-25,Madagascar,Ivory Coast,0,3,African Cup of Nations qualification,Antananarivo,Madagascar,False,False
2007-03-25,Mali,Benin,1,1,African Cup of Nations qualification,Bamako,Mali,False,False
2007-03-25,Mauritius,Sudan,1,2,African Cup of Nations qualification,Curepipe,Mauritius,False,False
2007-03-25,Mexico,Paraguay,2,1,Friendly,Monterrey,Mexico,False,True
2007-03-25,Northern Mariana Islands,Guam,2,3,EAFF Championship,Oleai,Northern Mariana Islands,False,False
2007-03-25,United States,Ecuador,3,1,Friendly,Tampa,United States,False,True
2007-03-25,Zimbabwe,Morocco,1,1,African Cup of Nations qualification,Harare,Zimbabwe,False,False
2007-03-26,Jamaica,Panama,1,1,Friendly,Kingston,Jamaica,False,False
2007-03-28,Azerbaijan,Finland,1,0,UEFA Euro qualification,Baku,Azerbaijan,False,True
2007-03-28,Bulgaria,Albania,0,0,UEFA Euro qualification,Sofia,Bulgaria,False,False
2007-03-28,Chile,Costa Rica,1,1,Friendly,Talca,Chile,False,False
2007-03-28,Colombia,Paraguay,2,0,Friendly,Bogotá,Colombia,False,True
2007-03-28,Czech Republic,Cyprus,1,0,UEFA Euro qualification,Liberec,Czech Republic,False,True
2007-03-28,France,Austria,1,0,Friendly,Saint-Denis,France,False,True
2007-03-28,Georgia,Faroe Islands,3,1,UEFA Euro qualification,Tbilisi,Georgia,False,True
2007-03-28,Germany,Denmark,0,1,Friendly,Duisburg,Germany,False,False
2007-03-28,Hungary,Moldova,2,0,UEFA Euro qualification,Budapest,Hungary,False,True
2007-03-28,Republic of Ireland,Slovakia,1,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,True
2007-03-28,Israel,Estonia,4,0,UEFA Euro qualification,Ramat Gan,Israel,False,True
2007-03-28,Italy,Scotland,2,0,UEFA Euro qualification,Bari,Italy,False,True
2007-03-28,Liechtenstein,Latvia,1,0,UEFA Euro qualification,Vaduz,Liechtenstein,False,True
2007-03-28,Malta,Greece,0,1,UEFA Euro qualification,Attard,Malta,False,False
2007-03-28,Northern Ireland,Sweden,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False,True
2007-03-28,Poland,Armenia,1,0,UEFA Euro qualification,Kielce,Poland,False,True
2007-03-28,Romania,Luxembourg,3,0,UEFA Euro qualification,Piatra Neamţ,Romania,False,True
2007-03-28,Serbia,Portugal,1,1,UEFA Euro qualification,Belgrade,Serbia,False,False
2007-03-28,Slovenia,Netherlands,0,1,UEFA Euro qualification,Celje,Slovenia,False,False
2007-03-28,South Africa,Bolivia,0,1,Friendly,Johannesburg,South Africa,False,False
2007-03-28,Spain,Iceland,1,0,UEFA Euro qualification,Palma de Mallorca,Spain,False,True
2007-03-28,Ukraine,Lithuania,1,0,UEFA Euro qualification,Odessa,Ukraine,False,True
2007-03-28,United States,Guatemala,0,0,Friendly,Frisco,United States,False,False
2007-03-28,Venezuela,New Zealand,5,0,Friendly,Maracaibo,Venezuela,False,True
2007-03-28,Wales,San Marino,3,0,UEFA Euro qualification,Cardiff,Wales,False,True
2007-04-01,Guam,Northern Mariana Islands,9,0,EAFF Championship,Hagätña,Guam,False,True
2007-04-04,Angola,Congo,0,0,Friendly,Cabinda,Angola,False,False
2007-04-17,El Salvador,Haiti,0,1,Friendly,San Salvador,El Salvador,False,False
2007-04-18,Argentina,Chile,0,0,Friendly,Mendoza,Argentina,False,False
2007-04-19,Honduras,Haiti,1,3,Friendly,La Ceiba,Honduras,False,False
2007-04-24,Seychelles,Réunion,2,0,Friendly,Victoria,Seychelles,False,True
2007-04-26,Mauritius,Réunion,1,1,Friendly,Curepipe,Mauritius,False,False
2007-04-28,Mozambique,Seychelles,2,0,COSAFA Cup,Maputo,Mozambique,False,True
2007-04-29,DR Congo,Ethiopia,2,0,African Cup of Nations qualification,Kinshasa,DR Congo,False,True
2007-04-29,Mozambique,Zimbabwe,0,0,COSAFA Cup,Maputo,Mozambique,False,False
2007-05-06,Guernsey,Jersey,0,0,Muratti Vase,St. Peter Port,Guernsey,False,False
2007-05-09,Chile,Cuba,3,0,Friendly,Osorno,Chile,False,True
2007-05-09,Panama,Colombia,0,4,Friendly,Panama City,Panama,False,False
2007-05-16,Chile,Cuba,2,0,Friendly,Temuco,Chile,False,True
2007-05-16,Thailand,China PR,1,0,Friendly,Bangkok,Thailand,False,True
2007-05-17,Guadeloupe,Dominica,2,0,Friendly,Morne-à-l'Eau,Guadeloupe,False,True
2007-05-20,Guadeloupe,Dominica,1,1,Friendly,Basse-Terre,Guadeloupe,False,False
2007-05-21,Eritrea,Sudan,1,0,Friendly,Asmara,Eritrea,False,True
2007-05-23,Haiti,Chile,0,0,Friendly,Port-au-Prince,Haiti,False,False
2007-05-25,Venezuela,Honduras,2,1,Friendly,Mérida,Venezuela,False,True
2007-05-25,Zimbabwe,Lesotho,1,1,Friendly,Masvingo,Zimbabwe,False,False
2007-05-26,Eritrea,Sudan,1,1,Friendly,Asmara,Eritrea,False,False
2007-05-26,Namibia,Zambia,1,2,Friendly,Windhoek,Namibia,False,False
2007-05-26,Uganda,Tanzania,1,1,Friendly,Kampala,Uganda,False,False
2007-05-26,Wales,New Zealand,2,2,Friendly,Wrexham,Wales,False,False
2007-05-27,Botswana,Libya,0,0,Friendly,Gaborone,Botswana,False,False
2007-05-27,Kenya,Nigeria,0,1,Friendly,Nairobi,Kenya,False,False
2007-05-27,Rwanda,Burundi,1,0,Friendly,Kigali,Rwanda,False,True
2007-05-28,Congo,DR Congo,2,1,Friendly,Brazzaville,Congo,False,True
2007-05-28,Trinidad and Tobago,Haiti,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,True
2007-05-29,Zimbabwe,Burkina Faso,1,1,Friendly,Masvingo,Zimbabwe,False,False
2007-05-30,Austria,Scotland,0,1,Friendly,Vienna,Austria,False,False
2007-06-01,England,Brazil,1,1,Friendly,London,England,False,False
2007-06-01,Ethiopia,DR Congo,1,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,True
2007-06-01,Indonesia,Hong Kong,3,0,Friendly,Jakarta,Indonesia,False,True
2007-06-01,Japan,Montenegro,2,0,Kirin Cup,Fukuroi,Japan,False,True
2007-06-01,Venezuela,Canada,2,2,Friendly,Maracaibo,Venezuela,False,False
2007-06-02,Albania,Luxembourg,2,0,UEFA Euro qualification,Tirana,Albania,False,True
2007-06-02,Australia,Uruguay,1,2,Friendly,Sydney,Australia,False,False
2007-06-02,Austria,Paraguay,0,0,Friendly,Vienna,Austria,False,False
2007-06-02,Azerbaijan,Poland,1,3,UEFA Euro qualification,Baku,Azerbaijan,False,False
2007-06-02,Belarus,Bulgaria,0,2,UEFA Euro qualification,Minsk,Belarus,False,False
2007-06-02,Belgium,Portugal,1,2,UEFA Euro qualification,Brussels,Belgium,False,False
2007-06-02,Bosnia and Herzegovina,Turkey,3,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,True
2007-06-02,Cape Verde,Algeria,2,2,African Cup of Nations qualification,Praia,Cape Verde,False,False
2007-06-02,Costa Rica,Chile,2,0,Friendly,San José,Costa Rica,False,True
2007-06-02,Denmark,Sweden,0,3,UEFA Euro qualification,Copenhagen,Denmark,False,False
2007-06-02,Eritrea,Angola,1,1,African Cup of Nations qualification,Asmara,Eritrea,False,False
2007-06-02,Estonia,Croatia,0,1,UEFA Euro qualification,Tallinn,Estonia,False,False
2007-06-02,Faroe Islands,Italy,1,2,UEFA Euro qualification,Tórshavn,Faroe Islands,False,False
2007-06-02,Finland,Serbia,0,2,UEFA Euro qualification,Helsinki,Finland,False,False
2007-06-02,France,Ukraine,2,0,UEFA Euro qualification,Saint-Denis,France,False,True
2007-06-02,Germany,San Marino,6,0,UEFA Euro qualification,Nuremberg,Germany,False,True
2007-06-02,Greece,Hungary,2,0,UEFA Euro qualification,Heraklion,Greece,False,True
2007-06-02,Honduras,Trinidad and Tobago,3,1,Friendly,San Pedro Sula,Honduras,False,True
2007-06-02,Iceland,Liechtenstein,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,False
2007-06-02,Kazakhstan,Armenia,1,2,UEFA Euro qualification,Almaty,Kazakhstan,False,False
2007-06-02,South Korea,Netherlands,0,2,Friendly,Seoul,South Korea,False,False
2007-06-02,Latvia,Spain,0,2,UEFA Euro qualification,Riga,Latvia,False,False
2007-06-02,Lithuania,Georgia,1,0,UEFA Euro qualification,Kaunas,Lithuania,False,True
2007-06-02,North Macedonia,Israel,1,2,UEFA Euro qualification,Skopje,North Macedonia,False,False
2007-06-02,Mexico,Iran,4,0,Friendly,San Luis Potosí,Mexico,False,True
2007-06-02,Morocco,Zimbabwe,2,0,African Cup of Nations qualification,Casablanca,Morocco,False,True
2007-06-02,Namibia,Libya,1,0,African Cup of Nations qualification,Windhoek,Namibia,False,True
2007-06-02,Norway,Malta,4,0,UEFA Euro qualification,Oslo,Norway,False,True
2007-06-02,Russia,Andorra,4,0,UEFA Euro qualification,Saint Petersburg,Russia,False,True
2007-06-02,Rwanda,Equatorial Guinea,2,0,African Cup of Nations qualification,Kigali,Rwanda,False,True
2007-06-02,Slovenia,Romania,1,2,UEFA Euro qualification,Celje,Slovenia,False,False
2007-06-02,South Africa,Chad,4,0,African Cup of Nations qualification,Durban,South Africa,False,True
2007-06-02,Sudan,Mauritius,3,0,African Cup of Nations qualification,Omdurman,Sudan,False,True
2007-06-02,Switzerland,Argentina,1,1,Friendly,Basel,Switzerland,False,False
2007-06-02,Tanzania,Senegal,1,1,African Cup of Nations qualification,Mwanza,Tanzania,False,False
2007-06-02,Tunisia,Seychelles,4,0,African Cup of Nations qualification,Radès,Tunisia,False,True
2007-06-02,Uganda,Nigeria,2,1,African Cup of Nations qualification,Kampala,Uganda,False,True
2007-06-02,United States,China PR,4,1,Friendly,San Jose,United States,False,True
2007-06-02,Wales,Czech Republic,0,0,UEFA Euro qualification,Cardiff,Wales,False,False
2007-06-02,Zambia,Congo,3,0,African Cup of Nations qualification,Chililabombwe,Zambia,False,True
2007-06-03,Benin,Mali,0,0,African Cup of Nations qualification,Cotonou,Benin,False,False
2007-06-03,Guinea,Gambia,2,2,African Cup of Nations qualification,Conakry,Guinea,False,False
2007-06-03,Ivory Coast,Madagascar,5,0,African Cup of Nations qualification,Bouaké,Ivory Coast,False,True
2007-06-03,Liberia,Cameroon,1,2,African Cup of Nations qualification,Monrovia,Liberia,False,False
2007-06-03,Mauritania,Egypt,1,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,False
2007-06-03,Mozambique,Burkina Faso,3,0,African Cup of Nations qualification,Maputo,Mozambique,False,True
2007-06-03,Niger,Lesotho,2,0,African Cup of Nations qualification,Niamey,Niger,False,True
2007-06-03,Sierra Leone,Togo,0,1,African Cup of Nations qualification,Freetown,Sierra Leone,False,False
2007-06-05,Jamaica,Chile,0,1,Friendly,Kingston,Jamaica,False,False
2007-06-05,Japan,Colombia,0,0,Kirin Cup,Saitama,Japan,False,False
2007-06-05,Kuwait,Portugal,1,1,Friendly,Salmiya,Kuwait,False,False
2007-06-05,Mexico,Paraguay,0,1,Friendly,Mexico City,Mexico,False,False
2007-06-06,Andorra,Israel,0,2,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,False
2007-06-06,Armenia,Poland,1,0,UEFA Euro qualification,Yerevan,Armenia,False,True
2007-06-06,Bosnia and Herzegovina,Malta,1,0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,True
2007-06-06,Bulgaria,Belarus,2,1,UEFA Euro qualification,Sofia,Bulgaria,False,True
2007-06-06,Croatia,Russia,0,0,UEFA Euro qualification,Zagreb,Croatia,False,False
2007-06-06,Estonia,England,0,3,UEFA Euro qualification,Tallinn,Estonia,False,False
2007-06-06,Faroe Islands,Scotland,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,False
2007-06-06,Finland,Belgium,2,0,UEFA Euro qualification,Helsinki,Finland,False,True
2007-06-06,France,Georgia,1,0,UEFA Euro qualification,Auxerre,France,False,True
2007-06-06,Germany,Slovakia,2,1,UEFA Euro qualification,Hamburg,Germany,False,True
